host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,amenities,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
within an hour,100.0,0.99,f,"['email', 'phone']",t,t,Private room in home,Private room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Clothing storage"", ""Cleaning available during stay"", ""Safe"", ""Body soap"", ""Outdoor playground"", ""Lock on bedroom door"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Whirlpool electric stove"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Fire pit"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Oven"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Valley view"", ""Keypad"", ""Kitchen"", ""Room-darkening shades""]",59.0,t,t,5.0,5.0,2.0,1.0,1,1.0,1.0,1125,1.0,1125.0,0,0,4,238,33.0,1,4.9,4.76,4.9,4.93,4.83,4.93,4.9,5,2.87
within an hour,100.0,0.99,f,"['email', 'phone']",t,t,Private room in home,Private room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Clothing storage"", ""Cleaning available during stay"", ""Safe"", ""Body soap"", ""Outdoor playground"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Whirlpool electric stove"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Fire pit"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Oven"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Valley view"", ""Keypad"", ""Kitchen"", ""Room-darkening shades""]",55.0,t,t,5.0,5.0,2.0,1.0,1,1.0,1.0,1125,1.0,1125.0,24,41,62,298,33.0,1,4.9,4.9,4.9,4.78,4.92,4.86,4.64,5,3.48
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Mountain view"", ""Stove"", ""Foosball table"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Ethernet connection"", ""Long term stays allowed"", ""Breakfast bar \u2013 4 seats"", ""Extra pillows and blankets"", ""Sonos Move sound system"", ""High chair"", ""BBQ grill"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""EV charger"", ""Dishwasher"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Park view"", ""Free washer \u2013 In unit"", ""Central heating"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Crib"", ""Hot water"", ""Free street parking"", ""Cooking basics"", ""Smoke alarm"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",415.0,t,t,15.0,21.0,10.0,1.6,4,2.3,2.0,45,4.2,1125.0,17,33,58,321,28.0,0,4.94,4.97,5.0,4.97,5.0,4.88,4.88,4,2.46
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Outdoor furniture"", ""Wifi"", ""Lockbox"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Coffee maker"", ""BBQ grill"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Washer"", ""Central heating"", ""Iron"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",136.0,t,t,1.0,1.0,5.0,2.0,2,3.0,27.0,365,27.0,365.0,30,60,84,84,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.28
within an hour,100.0,0.95,t,"['email', 'phone']",f,f,Private room in home,Private room,"[""Children\u2019s dinnerware"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Portable fans"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Changing table - always at the listing"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Cleaning available during stay"", ""First aid kit"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Kitchenette"", ""Bathtub"", ""Essentials"", ""32 inch HDTV with premium cable"", ""Standalone high chair - available upon request"", ""Freezer"", ""Babysitter recommendations"", ""Free dryer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Washer"", ""Dining table"", ""Mini fridge"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Air conditioning""]",101.0,t,f,1.0,1.0,2.0,1.0,1,1.0,30.0,31,30.0,31.0,30,60,90,270,12.0,0,5.0,4.95,5.0,5.0,5.0,5.0,4.95,1,1.5
within an hour,100.0,0.98,t,"['email', 'phone', 'work_email']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Stove"", ""77 inch TV"", ""First aid kit"", ""Body soap"", ""Room-darkening shades"", ""Coffee maker"", ""Sonos sound system sound system"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Fire pit"", ""Baking sheet"", ""Shared beach access \u2013 Beachfront"", ""Washer"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Private patio or balcony"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Lake access"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",255.0,t,t,17.0,19.0,6.0,1.6,3,3.0,2.0,365,1.7,365.0,24,37,56,269,12.0,0,4.92,5.0,5.0,5.0,4.92,4.85,5.0,10,1.0
within an hour,100.0,0.96,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Blender"", ""Mountain view"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""TV"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""City skyline view"", ""Bluetooth sound system"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Hot water kettle"", ""Whirlpool stainless steel gas stove"", ""Standalone high chair - available upon request"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Elevator"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Coffee maker: espresso machine, Keurig coffee machine"", ""Dining table"", ""Clothing storage: walk-in closet and wardrobe"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",306.0,t,t,1.0,1.0,4.0,2.0,2,2.0,3.0,28,3.0,1125.0,27,54,84,172,13.0,0,5.0,5.0,5.0,4.93,5.0,5.0,4.93,1,1.14
within an hour,100.0,1.0,t,['phone'],f,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Pool table"", ""Dryer"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Elevator"", ""Heating"", ""Baking sheet"", ""Washer"", ""Gas stove"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Bowling alley"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",155.0,t,f,1.0,1.0,4.0,1.0,2,2.0,2.0,1125,2.0,1125.0,21,34,62,152,45.0,1,5.0,5.0,4.94,4.81,4.94,4.96,4.81,1,3.6
within an hour,99.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""Body soap"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Board games"", ""Kitchen"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable""]",110.0,t,t,6.1,8.6,6.0,3.0,3,4.0,30.0,365,30.0,365.0,0,30,31,241,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,0.23
within an hour,99.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""Body soap"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Board games"", ""Kitchen"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable""]",232.0,t,t,6.1,8.6,6.0,3.0,3,4.0,1.0,365,2.6,365.0,24,43,73,292,6.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,11,0.99
within a few hours,100.0,0.97,t,"['email', 'phone']",t,t,Entire guesthouse,Entire home/apt,"[""LG refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Clothing storage"", ""Indoor fireplace"", ""Exterior security cameras on property"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Samsung stainless steel single oven"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Stainless steel gas stove"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""AC - split type ductless system"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",160.0,t,f,1.0,1.0,2.0,1.0,1,1.0,2.0,91,2.0,91.0,0,1,1,15,25.0,0,4.92,4.88,4.96,4.88,5.0,4.92,4.8,1,2.09
within an hour,100.0,1.0,f,"['email', 'phone']",t,f,Entire rental unit,Entire home/apt,"[""Radiant heating"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Hammock"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Free driveway parking on premises \u2013 2 spaces"", ""First aid kit"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""48 inch HDTV"", ""Freezer"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Single oven"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Private BBQ grill: gas"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",168.0,t,f,1.0,1.0,3.0,1.0,1,1.0,3.0,365,3.0,365.0,21,40,70,73,6.0,0,5.0,4.9,5.0,4.83,5.0,5.0,4.83,1,0.65
within an hour,100.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Stove"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Clothing storage: closet"", ""Single level home"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",164.0,t,t,32.0,46.0,4.0,1.0,2,2.0,2.0,365,3.0,365.0,25,55,85,357,18.0,0,4.89,5.0,5.0,4.94,4.94,4.89,4.94,3,1.84
within an hour,100.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Single level home"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",175.0,t,t,32.0,46.0,4.0,1.0,2,2.0,1.0,365,3.0,365.0,26,56,86,358,24.0,0,5.0,4.96,4.96,5.0,5.0,4.92,4.92,3,2.03
within an hour,100.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Heating"", ""Washer"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",236.0,t,t,32.0,46.0,4.0,2.0,2,2.0,1.0,365,3.7,365.0,0,12,12,247,12.0,0,5.0,4.92,5.0,5.0,5.0,5.0,4.92,3,0.99
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Mountain view"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Indoor fireplace: wood-burning"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""GE gas stove"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",335.0,t,t,17.0,17.0,6.0,2.0,3,4.0,2.0,28,2.0,28.0,28,41,68,322,14.0,1,4.93,4.93,5.0,5.0,5.0,4.93,5.0,8,1.2
within an hour,100.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Microwave"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Kitchen"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free residential garage on premises \u2013 1 space"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable"", ""Room-darkening shades""]",117.0,t,f,32.0,46.0,2.0,1.5,2,2.0,30.0,365,29.4,365.0,24,54,84,105,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
within an hour,100.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Stove"", ""First aid kit"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Elevator"", ""Baking sheet"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",145.0,t,t,32.0,46.0,2.0,1.0,1,1.0,2.0,365,3.3,365.0,30,60,90,365,22.0,1,4.91,5.0,5.0,4.91,4.83,4.96,4.87,3,1.86
within an hour,90.0,0.91,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""TV"", ""Free parking on premises"", ""Smoke alarm"", ""Wifi"", ""Washer"", ""Air conditioning"", ""Kitchen""]",196.0,t,t,1.0,1.0,5.0,2.5,2,2.0,30.0,365,2.0,365.0,16,27,44,180,5.0,0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,1,0.45
within an hour,100.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Heating"", ""Washer"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",175.0,t,t,32.0,46.0,4.0,2.0,2,2.0,1.0,365,3.6,365.0,24,47,77,349,21.0,0,4.91,4.95,4.91,5.0,5.0,4.91,4.86,3,1.77
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Carbon monoxide alarm"", ""Private sauna"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Coffee maker: drip coffee maker, Keurig coffee machine, Nespresso"", ""Rice maker"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""Indoor fireplace"", ""Shared beach access"", ""Exterior security cameras on property"", ""Body soap"", ""Standalone high chair - always at the listing"", ""Stainless steel double oven"", ""TV"", ""Cleaning products"", ""Life size games"", ""Fire extinguisher"", ""BBQ grill"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Lake view"", ""Hot water kettle"", ""Barbecue utensils"", ""Bathtub"", ""Essentials"", ""Arcade games"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Dishwasher"", ""Toaster"", ""Fire pit"", ""Baking sheet"", ""Washer"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Gas stove"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Children's playroom"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Lake access"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",390.0,t,f,4.0,5.0,10.0,1.6,4,2.3,2.0,365,3.3,365.0,21,51,69,223,26.0,0,5.0,5.0,5.0,4.96,5.0,4.96,4.81,1,2.48
